4|111|4.459592174486755|4.105769230769231
4|736|2.9085870463651915|3.321138211382114
4|4306|4.022053523679112|3.8676470588235294
4|1214|4.145699964825113|3.969178082191781
4|58559|4.125099190713153|4.238255033557047
4|1270|3.980545959420929|4.038011695906433
4|377|2.893860291403151|3.5292397660818713
4|2028|3.8512063086001738|4.1462765957446805
4|5952|3.8520956031200613|4.0212765957446805
99|111|4.308705903634266|4.105769230769231
99|1197|4.0|4.232394366197183
99|539|4.039096367066574|3.4716981132075473
99|736|3.9945121806661037|3.321138211382114
99|780|4.162754999706092|3.4455445544554455
99|1214|4.0|3.969178082191781
99|7153|3.5|4.118918918918919
99|454|3.6613399949571135|3.5346534653465347
99|1221|4.591346525923303|4.25968992248062
99|1197|4.0|4.232394366197183
99|377|3.537851435839367|3.5292397660818713
99|4973|3.726261258429366|4.183333333333334
99|4993|3.5|4.106060606060606
99|32|3.9165588553584163|3.983050847457627
532|539|3.557230533634934|3.4716981132075473
532|454|3.243950476107957|3.5346534653465347
532|1073|2.788242062062577|3.8739495798319328
532|648|3.392070197203693|3.537037037037037
532|4226|4.235944186780607|4.122641509433962
532|7153|4.395621864486345|4.118918918918919
532|1196|4.236459410683641|4.2156398104265405
532|733|3.4851888903869432|3.6404958677685952
532|7361|4.67550425969727|4.1603053435114505
488|454|3.078827878674638|3.5346534653465347
488|648|2.9784307342588634|3.537037037037037
488|1036|3.8353898418304078|3.8620689655172415
488|780|3.1951512995891957|3.4455445544554455
488|2959|4.421268247353375|4.272935779816514
610|3275|4.2571901039569005|4.22093023255814
610|364|3.895072897520167|3.941860465116279
609|539|3.5668956409236143|3.4716981132075473
609|1214|3.6819274700623845|3.969178082191781
609|34|3.808467036924305|3.65234375
609|1270|4.664202988248871|4.038011695906433
609|7153|3.974588355818133|4.118918918918919
609|380|3.2573162396778437|3.497191011235955
609|1193|4.090129121742511|4.203007518796992
609|2028|4.265488386557126|4.1462765957446805
521|318|4.708494551928225|4.429022082018927
521|356|4.318499291849348|4.164133738601824
521|296|4.400783204266065|4.197068403908795
521|593|4.337616373408504|4.161290322580645
521|110|4.212038892059001|4.031645569620253
521|2571|4.14680184528254|4.192446043165468
521|527|4.544861027094862|4.225
521|260|4.616664076964373|4.231075697211155
521|457|3.881192535785241|3.9921052631578946
521|480|4.048836495965589|3.75
521|50|4.231446533913816|4.237745098039215
